CODIGO_ENTIDAD|NOMBRE|PERIODO_LICENCIAMIENTO|DEPARTAMENTO_LOCAL|DENOMINACION_PROGRAMA|TIPO_GESTION|ESTADO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|GÉNERO Y DESARROLLO|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
42|UNIVERSIDAD NACIONAL DEL SANTA|6|ÁNCASH|ENFERMERÍA|PÚBLICO|LICENCIA OTORGADA|S|UNS-ÁNCASH|ÁNCASH|SANTA|SL01|SANTA|NUEVO CHIMBOTE|-9.1195533|-78.5133704|DECLARADO|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|DOCTORADO EN CIENCIAS DE LA VIDA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|51|CIENCIAS BIOLÓGICAS Y AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|LIMA|ADMINISTRACIÓN EN TURISMO Y HOTELERÍA|PRIVADO|LICENCIA OTORGADA|F05|UPCV-LIMA|LIMA|LIMA|F05L02|LIMA|SAN JUAN DE LURIGANCHO|-11.9814929|-77.0001665|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|1|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN SALUD OCUPACIONAL|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL08|MAYNAS|IQUITOS|-3.7527575|-73.2699785|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|INGENIERÍA ELECTRÓNICA|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|LA LIBERTAD|SEGUNDA ESPECIALIDAD EN NEUMOLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
3|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|8|CUSCO|EDUCACIÓN SECUNDARIA ESPECIALIDAD CIENCIAS NATURALES|PÚBLICO|LICENCIA OTORGADA|S|UNSAAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|CUSCO|-13.52193|-71.9583208|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
68|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|6|LIMA|MAESTRÍA EN EDUCACIÓN SUPERIOR CON MENCIÓN EN DOCENCIA E INVESTIGACIÓN UNIVERSITARIA|PRIVADO|LICENCIA OTORGADA|S|UCS-LIMA|LIMA|LIMA|SL03|LIMA|MIRAFLORES|-12.1211435|-77.0256582|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|13|EDUCACIÓN SUPERIOR Y TECNOLÓGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN CIENCIAS NATURALES|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL06|MAYNAS|IQUITOS|-3.749609062|-73.24723057|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|12|EDUCACIÓN SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN CENTRO QUIRÚRGICO ESPECIALIZADO|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN SALUD FAMILIAR Y COMUNITARIA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN PRODUCCIÓN, ADMINISTRACIÓN Y SANIDAD AVÍCOLA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
10|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|6|JUNÍN|MAESTRÍA EN DESARROLLO SOSTENIBLE CON MENCIÓN EN GESTIÓN DE LA PRODUCCIÓN ORGÁNICA Y AGRONEGOCIOS|PÚBLICO|LICENCIA OTORGADA|F03|UNCP-JUNÍN|JUNÍN|SATIPO|F03L01|SATIPO|RÍO NEGRO|-11.21401817|-74.65583323|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|MAESTRÍA EN CIENCIAS: EDUCACIÓN CON MENCIÓN EN EDUCACIÓN SUPERIOR|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL02|AREQUIPA|AREQUIPA|-16.4086078|-71.5285764|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|13|EDUCACIÓN SUPERIOR Y TECNOLÓGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
27|UNIVERSIDAD NACIONAL DEL CALLAO|6|CALLAO|FÍSICA|PÚBLICO|LICENCIA OTORGADA|S|UNC-CALLAO|CALLAO|PROV. CONST. DEL CALLAO|SL01|PROV. CONST. DEL CALLAO|BELLAVISTA|-12.0612769|-77.1173082|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
20|UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN|6|LIMA|CONTABILIDAD Y FINANZAS|PRIVADO|LICENCIA OTORGADA|S|UNIFE-LIMA|LIMA|LIMA|SL01|LIMA|LA MOLINA|-12.0716313|-76.9650529|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
8|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD EN DERECHO TRIBUTARIO|PRIVADO|LICENCIA OTORGADA|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|CIRUGÍA PLÁSTICA|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
35|UNIVERSIDAD NACIONAL DE UCAYALI|6|UCAYALI|MAESTRÍA EN GESTIÓN EMPRESARIAL CON MENCIÓN EN AUDITORÍA DE LA GESTIÓN EMPRESARIAL|PÚBLICO|LICENCIA OTORGADA|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
35|UNIVERSIDAD NACIONAL DE UCAYALI|6|UCAYALI|MAESTRÍA EN EDUCACIÓN CON MENCIÓN EN EDUCACIÓN INFANTIL|PÚBLICO|LICENCIA OTORGADA|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|11|EDUCACIÓN INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
15|UNIVERSIDAD CATÓLICA DE SANTA MARÍA|6|AREQUIPA|CENTRO QUIRÚRGICO|PRIVADO|LICENCIA OTORGADA|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
51|UNIVERSIDAD NACIONAL DE HUANCAVELICA|6|HUANCAVELICA|SEGUNDA ESPECIALIDAD EN SALUD FAMILIAR Y COMUNITARIA|PÚBLICO|LICENCIA OTORGADA|S|UNH-HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|SL01|HUANCAVELICA|HUANCAVELICA|-12.7781367|-74.9614392|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
12|UNIVERSIDAD NACIONAL DEL ALTIPLANO|6|PUNO|SEGUNDA ESPECIALIDAD EN PSICOLOGÍA EDUCATIVA|PÚBLICO|LICENCIA OTORGADA|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
34|UNIVERSIDAD NACIONAL DE SAN MARTÍN|6|SAN MARTÍN|IDIOMAS|PÚBLICO|LICENCIA OTORGADA|S|UNSM-SAN MARTÍN|SAN MARTÍN|SAN MARTÍN|SL02|SAN MARTÍN|MORALES|-6.484769492|-76.37760713|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|23|IDIOMAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
61|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|6|LIMA|SEGUNDA ESPECIALIDAD DE ENFERMERÍA EN SALUD OCUPACIONAL|PRIVADO|LICENCIA OTORGADA|S|UPNW-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0697607|-77.0374712|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
23|UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO|6|HUÁNUCO|PROGRAMA DE LICENCIATURA - PROLI|PÚBLICO|LICENCIA OTORGADA|S|UNHV-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL01|HUÁNUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
22|UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA|6|HUÁNUCO|ADMINISTRACIÓN|PÚBLICO|LICENCIA OTORGADA|S|UNAS-HUÁNUCO|HUÁNUCO|LEONCIO PRADO|SL01|LEONCIO PRADO|RUPA-RUPA|-9.313946688|-75.99658307|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
71|UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE|6|PIURA|ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES|PRIVADO|LICENCIA OTORGADA|F03|UCSS-PIURA|PIURA|MORROPÓN|F03L01|MORROPÓN|CHULUCANAS|-5.0975431|-80.1613827|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|GERENCIA PÚBLICA Y GOBERNABILIDAD|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|MAESTRÍA EN PSICOLOGÍA EDUCACIONAL CON MENCIÓN EN PSICOLOGÍA ESCOLAR Y PROBLEMAS DE APRENDIZAJE, PSICOPEDAGOGÍA COGNITIVA Y DESARROLLO PSICOLÓGICO|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
19|UNIVERSIDAD DE SAN MARTÍN DE PORRES|6|LIMA|CIRUGÍA DE RETINA Y VÍTREO|PRIVADO|LICENCIA OTORGADA|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
54|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|6|LIMA|MAESTRÍA EN GESTIÓN Y DOCENCIA EN ALIMENTACIÓN Y NUTRICIÓN|PRIVADO|LICENCIA OTORGADA|S|UPC-LIMA|LIMA|LIMA|SL10|LIMA|CHORRILLOS|-12.1964766|-77.0055369|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
23|UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO|6|HUÁNUCO|MAESTRÍA EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE, MENCIÓN EN GESTIÓN AMBIENTAL|PÚBLICO|LICENCIA OTORGADA|S|UNHV-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL01|HUÁNUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|LA LIBERTAD|ARQUITECTURA Y DISEÑO DE INTERIORES|PRIVADO|LICENCIA OTORGADA|S|UPN-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.0998876|-79.0190587|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
4|UNIVERSIDAD NACIONAL DE TRUJILLO|8|LA LIBERTAD|MAESTRÍA EN INGENIERÍA DE MINAS CON MENCIÓN EN GESTIÓN DE SEGURIDAD MINERA|PÚBLICO|LICENCIA OTORGADA|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
12|UNIVERSIDAD NACIONAL DEL ALTIPLANO|6|PUNO|MAESTRÍA EN INGENIERÍA CIVIL MENCIÓN TRANSPORTES E INFRAESTRUCTURA VIAL|PÚBLICO|LICENCIA OTORGADA|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|MAESTRÍA EN PERIODONCIA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
25|UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE|6|LIMA|EDUCACIÓN CON ESPECIALIDAD DE EBANISTERÍA Y DECORACIÓN|PÚBLICO|LICENCIA OTORGADA|S|UNEEGV-LIMA|LIMA|LIMA|SL01|LIMA|LURIGANCHO|-11.9475748|-76.7011822|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|INGENIERÍA EN INDUSTRIAS ALIMENTARIAS|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL11|MAYNAS|SAN JUAN BAUTISTA|-3.7739833|-73.2660385|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
61|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|6|LIMA|MEDICINA HUMANA|PRIVADO|LICENCIA OTORGADA|S|UPNW-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|-12.0687433|-77.0369808|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
10|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|6|JUNÍN|MAESTRÍA EN GESTIÓN PÚBLICA|PÚBLICO|LICENCIA OTORGADA|S|UNCP-JUNÍN|JUNÍN|HUANCAYO|SL01|HUANCAYO|EL TAMBO|-12.0330464|-75.237332|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
22|UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA|6|HUÁNUCO|MAESTRÍA EN CIENCIAS ECONÓMICAS MENCIÓN: POLÍTICA Y ADMINISTRACIÓN TRIBUTARIA|PÚBLICO|LICENCIA OTORGADA|S|UNAS-HUÁNUCO|HUÁNUCO|LEONCIO PRADO|SL01|LEONCIO PRADO|RUPA-RUPA|-9.313946688|-75.99658307|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|EDUCACIÓN FÍSICA, CON MENCIÓN EN FORMACIÓN DEPORTIVA|PÚBLICO|LICENCIA OTORGADA|F06|UNAP-LORETO|LORETO|LORETO|F06L01|LORETO|NAUTA|-4.5050176|-73.5770072|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ESTADÍSTICA EN INVESTIGACIÓN|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN SALUD MENTAL Y PSIQUIATRÍA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
4|UNIVERSIDAD NACIONAL DE TRUJILLO|8|LA LIBERTAD|INGENIERÍA CIVIL|PÚBLICO|LICENCIA OTORGADA|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
43|UNIVERSIDAD PRIVADA DE TACNA|6|TACNA|SEGUNDA ESPECIALIDAD EN INGENIERÍA AMBIENTAL|PRIVADO|LICENCIA OTORGADA|S|UPT-TACNA|TACNA|TACNA|SL01|TACNA|POCOLLAY|-18.0058389|-70.2254838|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
3|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|8|CUSCO|SEGUNDA ESPECIALIDAD EN MEDICINA HUMANA - RESIDENTADO MÉDICO DE LA ESPECIALIDAD: MEDICINA INTENSIVA|PÚBLICO|LICENCIA OTORGADA|S|UNSAAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|CUSCO|-13.52193|-71.9583208|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
104|UNIVERSIDAD LE CORDON BLEU S.A.C.|6|LIMA|MARKETING Y GESTIÓN COMERCIAL|PRIVADO|LICENCIA OTORGADA|S|ULCB-LIMA|LIMA|LIMA|SL01|LIMA|MAGDALENA DEL MAR|-12.0985893|-77.05636|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
2|UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA|6|AYACUCHO|INGENIERÍA DE SISTEMAS|PÚBLICO|LICENCIA OTORGADA|S|UNSCH-AYACUCHO|AYACUCHO|HUAMANGA|SL01|HUAMANGA|AYACUCHO|-13.1612654|-74.2257339|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
32|UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN|6|TACNA|MEDICINA HUMANA|PÚBLICO|LICENCIA OTORGADA|S|UNJBG-TACNA|TACNA|TACNA|SL01|TACNA|TACNA|-18.0251828|-70.2505031|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|BIOESTADÍSTICA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|MAESTRÍA EN PROJECT MANAGEMENT|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|-12.0672473|-77.03584406|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|LIMA|DOCTORADO EN ADMINISTRACIÓN|PRIVADO|LICENCIA OTORGADA|F05|UPCV-LIMA|LIMA|LIMA|F05L01|LIMA|LOS OLIVOS|-11.9552328|-77.0685585|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|SAN MARTÍN|CONTABILIDAD|PRIVADO|LICENCIA OTORGADA|F03|UPCV-SAN MARTÍN|SAN MARTÍN|SAN MARTÍN|F03L02|SAN MARTÍN|TARAPOTO|-6.4888233|-76.3616983|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
